transaction_id,customer_id,customer_name,product_id,price,product_name,category,purchase_location,city,transaction_date,quantity,payment_method,discount,email,phone,payment_status,net_sales,month
2402,133,Christy Stone,108,15000.0,Mixer Grinder,Home Appliances,offline,Chennai,2026-01-02,4,UPI,0.05,Chr*****@outlook.com,64******00,successful,59999.95,2026-01
2403,384,Jeffrey Williams,101,250000.0,Laptop,Electronics,online,Mumbai,2025-10-19,4,Cash,0.2,Jef*****@outlook.com,66******49,successful,999999.8,2025-10
2406,143,Brian Johnson,106,80000.0,Sofa,Furn,offline,Chennai,2025-11-19,2,NetBanking,0.1,Bri*****@yahoo.com,64******31,successful,159999.9,2025-11
2407,869,Krystal Hudson,101,250000.0,Laptop,Electronics,offline,Mumbai,2025-08-16,3,Cash,0.4,Kry*****@yahoo.com,96******79,successful,749999.6,2025-08
2408,337,Cameron Myers,103,1300.0,Shirt,Clothing,offline,Chennai,2026-03-02,4,NetBanking,0.2,Cam*****@gmail.com,89******77,successful,5199.8,2026-03
2412,89,Joseph Davis,108,15000.0,Mixer Grinder,Home,online,Hyderabad,2026-04-03,2,UPI,0.4,Jos*****@yahoo.com,73******48,successful,29999.6,2026-04
2413,696,Kristen Lloyd,105,45000.0,Tv,Electronics,online,Mumbai,2025-08-09,2,Card,0.05,Kri*****@outlook.com,72******45,successful,89999.95,2025-08
2414,514,Joshua Cummings,101,250000.0,Laptop,Electronics,online,Chennai,2026-02-25,3,Cash,0.2,Jos*****@gmail.com,90******41,successful,749999.8,2026-02
2415,375,Jessica Harrell,105,45000.0,Tv,Elec,offline,Chennai,2025-12-23,2,UPI,0.4,Jes*****@gmail.com,61******67,successful,89999.6,2025-12
2416,904,Audrey Skinner,107,50000.0,Dining Table,Furniture,offline,Bangalore,2026-01-14,2,UPI,0.35,Aud*****@yahoo.com,65******73,successful,99999.65,2026-01
2418,487,Mark Thompson,104,8000.0,Shoes,Cloth,offline,Hyderabad,2025-08-04,1,NetBanking,0.4,Mar*****@yahoo.com,68******88,successful,7999.6,2025-08
2419,988,John Thomas,108,15000.0,Mixer Grinder,Home Appliances,offline,Delhi,2025-10-18,4,UPI,0.35,Joh*****@gmail.com,91******39,successful,59999.65,2025-10
2421,918,Grant Harris,109,65000.0,Refrigerator,Home Appliances,offline,Bangalore,2025-12-29,4,Cash,0.15,Gra*****@outlook.com,95******21,successful,259999.85,2025-12
2422,330,Don Thompson,109,65000.0,Refrigerator,Home Appliances,online,Hyderabad,2025-06-02,2,Cash,0.15,Don*****@outlook.com,86******14,successful,129999.85,2025-06
2423,248,Anthony Henry,106,80000.0,Sofa,Furniture,online,Hyderabad,2026-02-20,5,NetBanking,0.3,Ant*****@yahoo.com,70******30,successful,399999.7,2026-02
2424,640,Carrie Jacobson,102,70000.0,Phone,Elec,offline,Bangalore,2025-05-15,3,NetBanking,0.05,Car*****@outlook.com,72******07,successful,209999.95,2025-05
2425,14,Joseph Jones,108,15000.0,Mixer Grinder,Home,offline,Hyderabad,2026-01-02,3,UPI,0.3,Jos*****@gmail.com,89******82,successful,44999.7,2026-01
2426,243,Christian Martin,108,15000.0,Mixer Grinder,Home,offline,Delhi,2026-02-08,4,UPI,0.2,Chr*****@yahoo.com,63******62,successful,59999.8,2026-02
2429,724,Kimberly Winters,102,70000.0,Phone,Elec,offline,Chennai,2025-05-05,3,NetBanking,0.2,Kim*****@gmail.com,84******93,successful,209999.8,2025-05
2430,64,Sheri Osborne,104,8000.0,Shoes,Clothing,online,Mumbai,2026-09-04,2,UPI,0.1,She*****@gmail.com,75******75,successful,15999.9,2026-09
2431,761,Larry Yates,109,65000.0,Refrigerator,Home Appliances,online,Chennai,2026-03-12,1,NetBanking,0.3,Lar*****@gmail.com,63******57,successful,64999.7,2026-03
2432,824,Michael Vaughn,107,50000.0,Dining Table,Furniture,online,Chennai,2026-03-21,2,Card,0.25,Mic*****@outlook.com,80******45,successful,99999.75,2026-03
2434,361,Daniel Williams,107,50000.0,Dining Table,Furniture,offline,Delhi,2025-10-03,2,Cash,0.3,Dan*****@yahoo.com,98******66,successful,99999.7,2025-10
2435,370,Jessica Moreno,104,8000.0,Shoes,Cloth,online,Delhi,2025-09-19,3,Card,0.4,Jes*****@gmail.com,89******38,successful,23999.6,2025-09
2436,771,Matthew Greer,109,65000.0,Refrigerator,Home Appliances,online,Bangalore,2025-11-24,1,Cash,0.1,Mat*****@yahoo.com,82******12,successful,64999.9,2025-11
2437,326,Deborah Reyes,103,1300.0,Shirt,Clothing,offline,Delhi,2025-04-30,3,Card,0.1,Deb*****@outlook.com,73******57,successful,3899.9,2025-04
2438,4,Kelly Brown,105,45000.0,Tv,Elec,online,Chennai,2025-06-27,3,NetBanking,0.05,Kel*****@gmail.com,68******99,successful,134999.95,2025-06
2441,597,Paul Foster,107,50000.0,Dining Table,Furniture,online,Bangalore,2025-06-18,5,Card,0.1,Pau*****@gmail.com,86******74,successful,249999.9,2025-06
2443,778,Angela Park,108,15000.0,Mixer Grinder,Home,offline,Mumbai,2026-04-05,4,Card,0.05,Ang*****@outlook.com,73******96,successful,59999.95,2026-04
2446,611,Robert Lucas,107,50000.0,Dining Table,Furniture,online,Mumbai,2025-10-19,3,Card,0.35,Rob*****@gmail.com,69******73,successful,149999.65,2025-10
2447,113,Patricia Carlson,101,250000.0,Laptop,Electronics,offline,Delhi,2025-05-20,4,Cash,0.4,Pat*****@outlook.com,85******59,successful,999999.6,2025-05
2448,676,James Sanders,108,15000.0,Mixer Grinder,Home Appliances,online,Bangalore,2026-08-03,2,Card,0.15,Jam*****@gmail.com,87******46,successful,29999.85,2026-08
2449,907,Jeffrey Mccall,108,15000.0,Mixer Grinder,Home Appliances,offline,Hyderabad,2026-03-01,2,NetBanking,0.2,Jef*****@gmail.com,67******50,successful,29999.8,2026-03
2450,640,Carrie Jacobson,107,50000.0,Dining Table,Furn,online,Bangalore,2025-09-23,4,NetBanking,0.35,Car*****@outlook.com,72******07,successful,199999.65,2025-09
2451,991,Darlene Chapman,102,,Phone,Electronics,offline,Hyderabad,2026-01-16,3,NetBanking,0.4,Dar*****@gmail.com,81******95,successful,,2026-01
2452,574,Carl Barrera,104,8000.0,Shoes,Clothing,online,Bangalore,2025-08-14,4,Card,0.35,Car*****@outlook.com,62******75,successful,31999.65,2025-08
2453,707,Andrea Silva,108,15000.0,Mixer Grinder,Home Appliances,offline,Delhi,2026-03-11,2,Cash,0.3,And*****@gmail.com,62******15,successful,29999.7,2026-03
2454,153,Stephanie Hanna,110,45000.0,Microwave,Home,online,Hyderabad,2025-08-18,1,Cash,0.05,Ste*****@outlook.com,96******01,successful,44999.95,2025-08
2455,880,Miranda Frank,106,80000.0,Sofa,Furniture,online,Chennai,2025-07-30,2,Cash,0.35,Mir*****@yahoo.com,72******40,successful,159999.65,2025-07
2456,398,Michele Sanchez,110,45000.0,Microwave,Home Appliances,online,Bangalore,2025-08-12,3,Cash,0.15,Mic*****@outlook.com,60******61,successful,134999.85,2025-08
2457,790,Andrea Jimenez,105,45000.0,Tv,Electronics,online,Bangalore,2025-09-23,4,NetBanking,0.35,And*****@yahoo.com,86******03,successful,179999.65,2025-09
2458,384,Jeffrey Williams,110,45000.0,Microwave,Home Appliances,offline,Mumbai,2026-02-17,5,UPI,0.35,Jef*****@outlook.com,66******49,successful,224999.65,2026-02
2459,197,Gabriel Mills,101,250000.0,Laptop,Electronics,online,Mumbai,2025-04-19,4,NetBanking,0.4,Gab*****@gmail.com,84******37,successful,999999.6,2025-04
2461,885,Alexander Jacobs,104,8000.0,Shoes,Clothing,offline,Delhi,2025-04-22,4,NetBanking,0.3,Ale*****@yahoo.com,63******72,successful,31999.7,2025-04
2462,312,James Morales,110,45000.0,Microwave,Home Appliances,online,Bangalore,2025-09-10,2,NetBanking,0.4,Jam*****@yahoo.com,81******00,successful,89999.6,2025-09
2464,241,James Gonzales,101,,Laptop,Electronics,offline,Chennai,2025-05-02,4,NetBanking,0.05,Jam*****@gmail.com,60******28,successful,,2025-05
2465,693,Joseph Maldonado,107,50000.0,Dining Table,Furn,online,Delhi,2026-03-09,5,UPI,0.4,Jos*****@yahoo.com,80******57,successful,249999.6,2026-03
2466,576,Angela Weiss,108,15000.0,Mixer Grinder,Home Appliances,online,Delhi,2026-02-09,5,UPI,0.35,Ang*****@yahoo.com,64******39,successful,74999.65,2026-02
2467,798,Amber Murphy,110,45000.0,Microwave,Home Appliances,offline,Hyderabad,2025-05-05,1,Card,0.15,Amb*****@gmail.com,70******07,successful,44999.85,2025-05
2468,601,Mark Herrera,101,250000.0,Laptop,Electronics,online,Hyderabad,2026-02-04,2,UPI,0.1,Mar*****@gmail.com,83******78,successful,499999.9,2026-02
2470,443,Judy Patton,107,50000.0,Dining Table,Furniture,offline,Chennai,2026-02-20,3,Cash,0.1,Jud*****@yahoo.com,62******29,successful,149999.9,2026-02
2471,813,John Harris,108,15000.0,Mixer Grinder,Home Appliances,online,Chennai,2026-02-02,5,Card,0.35,Joh*****@gmail.com,95******48,successful,74999.65,2026-02
2472,347,David Medina,102,70000.0,Phone,Electronics,online,Delhi,2026-02-07,4,UPI,0.3,Dav*****@outlook.com,91******89,successful,279999.7,2026-02
2473,86,Rachel Gonzales,105,45000.0,Tv,Electronics,offline,Mumbai,2025-08-31,5,Cash,0.05,Rac*****@yahoo.com,64******51,successful,224999.95,2025-08
2474,664,Catherine Anderson,104,,Shoes,Clothing,offline,Bangalore,2026-02-20,2,NetBanking,0.05,Cat*****@gmail.com,92******01,successful,,2026-02
2475,934,Brandi Phillips,102,70000.0,Phone,Electronics,offline,Hyderabad,2025-05-05,1,Card,0.4,Bra*****@gmail.com,96******09,successful,69999.6,2025-05
2476,356,Larry Mercado,103,1300.0,Shirt,Clothing,online,Hyderabad,2025-12-18,4,Card,0.4,Lar*****@gmail.com,69******20,successful,5199.6,2025-12
2477,590,Christine Brown,105,45000.0,Tv,Electronics,offline,Bangalore,2025-05-31,5,NetBanking,0.4,Chr*****@gmail.com,99******53,successful,224999.6,2025-05
2478,28,Nicholas Carroll,109,65000.0,Refrigerator,Home Appliances,online,Chennai,2025-11-13,1,UPI,0.3,Nic*****@gmail.com,93******42,successful,64999.7,2025-11
2479,300,Tiffany Miller,104,8000.0,Shoes,Clothing,offline,Hyderabad,2025-09-21,4,UPI,0.05,Tif*****@outlook.com,68******97,successful,31999.95,2025-09
2480,289,Kelly Powell,104,8000.0,Shoes,Cloth,online,Bangalore,2025-08-25,3,NetBanking,0.25,Kel*****@gmail.com,90******44,successful,23999.75,2025-08
2481,220,Maria Walker,106,80000.0,Sofa,Furn,online,Bangalore,2025-05-29,2,Cash,0.15,Mar*****@gmail.com,73******10,successful,159999.85,2025-05
2482,667,Kelsey Mendoza,109,65000.0,Refrigerator,Home,online,Bangalore,2025-10-29,4,NetBanking,0.2,Kel*****@outlook.com,75******12,successful,259999.8,2025-10
2483,482,Nathaniel Montes,101,250000.0,Laptop,Elec,online,Chennai,2025-07-01,3,Card,0.25,Nat*****@gmail.com,77******12,successful,749999.75,2025-07
2484,560,Anthony Lawrence,106,80000.0,Sofa,Furniture,online,Hyderabad,2026-02-11,3,Cash,0.35,Ant*****@gmail.com,75******87,successful,239999.65,2026-02
2485,386,Brittney Moreno,106,80000.0,Sofa,Furniture,online,Chennai,2026-01-13,3,Cash,0.05,Bri*****@yahoo.com,95******69,successful,239999.95,2026-01
2486,562,Breanna Fletcher,101,250000.0,Laptop,Electronics,offline,Chennai,2026-03-10,3,NetBanking,0.3,Bre*****@outlook.com,75******07,successful,749999.7,2026-03
2487,140,Aaron Black,102,70000.0,Phone,Elec,online,Chennai,2026-04-10,1,Card,0.2,Aar*****@gmail.com,66******59,successful,69999.8,2026-04
2488,17,Duane Hall,106,80000.0,Sofa,Furniture,online,Bangalore,2026-03-26,2,Cash,0.4,Dua*****@outlook.com,74******49,successful,159999.6,2026-03
2489,1000,Shannon Haley,108,15000.0,Mixer Grinder,Home Appliances,online,Bangalore,2025-10-29,3,Cash,0.25,Sha*****@gmail.com,76******01,successful,44999.75,2025-10
2490,390,Erika Knight,105,45000.0,Tv,Electronics,offline,Mumbai,2025-11-30,5,Card,0.05,Eri*****@gmail.com,88******25,successful,224999.95,2025-11
2491,463,Kevin Cruz,103,1300.0,Shirt,Cloth,online,Delhi,2025-07-01,5,Card,0.1,Kev*****@gmail.com,80******73,successful,6499.9,2025-07
2492,937,Nicole Woods,106,80000.0,Sofa,Furniture,offline,Mumbai,2025-12-31,4,UPI,0.35,Nic*****@yahoo.com,93******75,successful,319999.65,2025-12
2494,568,Joshua Collins,103,,Shirt,Clothing,offline,Mumbai,2025-07-07,2,UPI,0.15,Jos*****@gmail.com,81******49,successful,,2025-07
2495,215,Crystal Aguilar,103,1300.0,Shirt,Clothing,offline,Mumbai,2025-10-12,1,NetBanking,0.1,Cry*****@gmail.com,61******10,successful,1299.9,2025-10
2496,373,William Goodman,108,,Mixer Grinder,Home,online,Mumbai,2025-06-18,4,Cash,0.15,Wil*****@outlook.com,86******53,successful,,2025-06
2497,472,Christian Jennings,109,65000.0,Refrigerator,Home Appliances,offline,Chennai,2026-12-02,2,Card,0.15,Chr*****@outlook.com,67******40,successful,129999.85,2026-12
2498,722,Alejandro Wagner,107,50000.0,Dining Table,Furniture,offline,Bangalore,2026-01-13,2,Cash,0.15,Ale*****@outlook.com,78******95,successful,99999.85,2026-01
2499,60,Kathleen Moreno,110,45000.0,Microwave,Home Appliances,offline,Bangalore,2025-07-14,2,Card,0.05,Kat*****@gmail.com,95******55,successful,89999.95,2025-07
2500,875,Jennifer Smith,101,250000.0,Laptop,Electronics,offline,Delhi,2025-08-05,1,NetBanking,0.05,Jen*****@gmail.com,64******29,successful,249999.95,2025-08
2501,435,Wendy Robinson,110,45000.0,Microwave,Home Appliances,online,Delhi,2025-07-07,5,NetBanking,0.3,Wen*****@gmail.com,78******54,successful,224999.7,2025-07
2502,453,Sarah Brown,103,1300.0,Shirt,Cloth,offline,Delhi,2026-02-27,5,UPI,0.15,Sar*****@gmail.com,99******41,successful,6499.85,2026-02
2503,493,Stacy Bass,105,45000.0,Tv,Elec,offline,Hyderabad,2025-11-14,4,Cash,0.4,Sta*****@yahoo.com,82******30,successful,179999.6,2025-11
2508,870,Thomas Morris,104,8000.0,Shoes,Clothing,online,Bangalore,2025-08-10,1,Cash,0.3,Tho*****@yahoo.com,81******19,successful,7999.7,2025-08
2510,949,Madison Goodwin,109,65000.0,Refrigerator,Home,offline,Bangalore,2025-12-04,4,Cash,0.3,Mad*****@yahoo.com,85******93,successful,259999.7,2025-12
2511,564,Spencer Davis,108,15000.0,Mixer Grinder,Home Appliances,online,Chennai,2025-12-04,2,UPI,0.35,Spe*****@gmail.com,97******11,successful,29999.65,2025-12
2513,649,Carrie Johnson,104,8000.0,Shoes,Cloth,online,Bangalore,2025-07-12,2,NetBanking,0.35,Car*****@gmail.com,61******44,successful,15999.65,2025-07
2514,775,Roy Chavez,105,45000.0,Tv,Elec,offline,Chennai,2025-12-11,4,Card,0.2,Roy*****@gmail.com,75******10,successful,179999.8,2025-12
2515,609,David Adams,102,70000.0,Phone,Elec,online,Delhi,2026-03-06,5,Card,0.35,Dav*****@outlook.com,90******22,successful,349999.65,2026-03
2516,644,John Parrish,105,,Tv,Elec,online,Delhi,2025-04-26,5,Card,0.3,Joh*****@gmail.com,70******81,successful,,2025-04
2518,107,Cory Tyler,107,,Dining Table,Furniture,online,Chennai,2025-05-27,5,UPI,0.35,Cor*****@outlook.com,72******13,successful,,2025-05
2519,515,Amy Lee,110,45000.0,Microwave,Home Appliances,offline,Chennai,2025-04-17,5,UPI,0.15,Amy*****@yahoo.com,66******56,successful,224999.85,2025-04
2520,838,Susan Torres,102,70000.0,Phone,Elec,online,Chennai,2025-05-12,4,UPI,0.1,Sus*****@outlook.com,87******26,successful,279999.9,2025-05
2521,678,David Barnett,109,,Refrigerator,Home,offline,Delhi,2025-12-12,4,UPI,0.2,Dav*****@yahoo.com,61******72,successful,,2025-12
2522,817,Nicole Ross,110,45000.0,Microwave,Home,online,Chennai,2026-01-08,4,Cash,0.4,Nic*****@gmail.com,82******66,successful,179999.6,2026-01
2523,368,Emily Scott,102,70000.0,Phone,Electronics,online,Mumbai,2025-11-27,5,Cash,0.3,Emi*****@yahoo.com,91******34,successful,349999.7,2025-11
2524,189,Melinda Rodriguez,104,8000.0,Shoes,Clothing,offline,Chennai,2026-01-28,3,NetBanking,0.1,Mel*****@outlook.com,82******97,successful,23999.9,2026-01
2525,926,Lisa Reynolds,105,45000.0,Tv,Elec,online,Hyderabad,2025-09-07,3,NetBanking,0.1,Lis*****@gmail.com,89******40,successful,134999.9,2025-09
2526,921,Jessica Taylor,106,80000.0,Sofa,Furn,offline,Mumbai,2026-03-19,2,Card,0.2,Jes*****@outlook.com,97******82,successful,159999.8,2026-03
2527,51,Cory Ellis,109,65000.0,Refrigerator,Home Appliances,offline,Chennai,2025-11-10,3,NetBanking,0.05,Cor*****@gmail.com,79******22,successful,194999.95,2025-11
2528,377,Michael Black,103,1300.0,Shirt,Clothing,offline,Mumbai,2025-11-27,1,Card,0.25,Mic*****@gmail.com,60******02,successful,1299.75,2025-11
2529,466,Kyle Morris,105,45000.0,Tv,Electronics,offline,Delhi,2026-01-08,4,Card,0.3,Kyl*****@gmail.com,93******29,successful,179999.7,2026-01
2533,23,Rebecca Smith,103,1300.0,Shirt,Clothing,offline,Chennai,2026-04-11,2,Cash,0.4,Reb*****@gmail.com,97******40,successful,2599.6,2026-04
2534,951,Richard Miller,109,65000.0,Refrigerator,Home,offline,Mumbai,2026-03-20,1,Card,0.2,Ric*****@yahoo.com,71******79,successful,64999.8,2026-03
2535,358,Jasmin Anderson,107,50000.0,Dining Table,Furniture,online,Delhi,2025-04-24,2,Cash,0.1,Jas*****@gmail.com,78******92,successful,99999.9,2025-04
2536,853,James Guerrero,107,50000.0,Dining Table,Furniture,offline,Mumbai,2025-07-16,1,Cash,0.1,Jam*****@gmail.com,68******49,successful,49999.9,2025-07
2537,45,Tasha Baker,105,45000.0,Tv,Electronics,online,Delhi,2025-12-30,2,Card,0.2,Tas*****@gmail.com,75******43,successful,89999.8,2025-12
2538,862,Lisa Stewart,105,45000.0,Tv,Electronics,offline,Chennai,2025-06-10,4,Cash,0.35,Lis*****@gmail.com,74******95,successful,179999.65,2025-06
2539,431,Tracie Kim,105,45000.0,Tv,Electronics,offline,Bangalore,2025-08-04,1,Cash,0.1,Tra*****@yahoo.com,83******30,successful,44999.9,2025-08
2540,693,Joseph Maldonado,106,,Sofa,Furniture,online,Delhi,2025-12-10,4,UPI,0.2,Jos*****@yahoo.com,80******57,successful,,2025-12
2542,302,James Robles,102,70000.0,Phone,Elec,offline,Bangalore,2026-03-08,5,NetBanking,0.05,Jam*****@gmail.com,61******08,successful,349999.95,2026-03
2543,342,Jessica Fowler,104,8000.0,Shoes,Cloth,online,Hyderabad,2026-04-10,4,NetBanking,0.4,Jes*****@gmail.com,99******18,successful,31999.6,2026-04
2545,153,Stephanie Hanna,105,45000.0,Tv,Electronics,online,Hyderabad,2026-03-27,3,Cash,0.4,Ste*****@outlook.com,96******01,successful,134999.6,2026-03
2546,812,Chris Lane,109,65000.0,Refrigerator,Home Appliances,offline,Hyderabad,2025-10-29,4,UPI,0.2,Chr*****@yahoo.com,64******84,successful,259999.8,2025-10
2551,800,Ricardo Arnold,107,50000.0,Dining Table,Furniture,offline,Hyderabad,2025-06-08,1,UPI,0.15,Ric*****@outlook.com,95******77,successful,49999.85,2025-06
2552,223,Jocelyn Peterson,108,15000.0,Mixer Grinder,Home,online,Hyderabad,2025-12-27,3,Card,0.35,Joc*****@outlook.com,82******40,successful,44999.65,2025-12
2554,239,Tyler Greene,102,70000.0,Phone,Elec,offline,Delhi,2025-12-28,4,Card,0.3,Tyl*****@gmail.com,81******07,successful,279999.7,2025-12
2555,832,Carolyn Miller,103,1300.0,Shirt,Cloth,online,Delhi,2025-10-10,2,Cash,0.25,Car*****@outlook.com,70******84,successful,2599.75,2025-10
2556,660,Jessica Stephenson,102,70000.0,Phone,Elec,online,Hyderabad,2026-03-09,5,NetBanking,0.1,Jes*****@gmail.com,86******90,successful,349999.9,2026-03
2557,798,Amber Murphy,104,8000.0,Shoes,Cloth,online,Hyderabad,2025-04-30,2,Card,0.3,Amb*****@gmail.com,70******07,successful,15999.7,2025-04
2558,541,Melissa Perez,104,8000.0,Shoes,Clothing,offline,Delhi,2025-10-24,1,NetBanking,0.1,Mel*****@gmail.com,83******72,successful,7999.9,2025-10
2560,18,Allison Adams,107,,Dining Table,Furniture,offline,Mumbai,2025-11-28,3,Cash,0.05,All*****@gmail.com,62******99,successful,,2025-11
2561,728,Lisa Miller,103,1300.0,Shirt,Cloth,online,Chennai,2025-05-16,1,Card,0.1,Lis*****@gmail.com,87******95,successful,1299.9,2025-05
2562,730,Adam Maldonado,110,45000.0,Microwave,Home Appliances,online,Mumbai,2026-04-04,5,Cash,0.4,Ada*****@gmail.com,97******45,successful,224999.6,2026-04
2563,709,Mike Roberts,101,250000.0,Laptop,Electronics,offline,Hyderabad,2026-03-16,4,UPI,0.25,Mik*****@yahoo.com,77******92,successful,999999.75,2026-03
2564,710,April Moore,101,250000.0,Laptop,Electronics,online,Mumbai,2025-09-10,2,Card,0.1,Apr*****@gmail.com,97******76,successful,499999.9,2025-09
2565,878,Sarah Brown,101,250000.0,Laptop,Elec,offline,Chennai,2025-10-20,3,UPI,0.4,Sar*****@yahoo.com,97******98,successful,749999.6,2025-10
2566,866,Jasmine Guerrero,107,50000.0,Dining Table,Furniture,online,Hyderabad,2026-09-04,4,NetBanking,0.2,Jas*****@gmail.com,85******66,successful,199999.8,2026-09
2567,520,Holly Jackson,103,1300.0,Shirt,Clothing,online,Mumbai,2025-05-10,5,NetBanking,0.35,Hol*****@outlook.com,80******36,successful,6499.65,2025-05
2568,927,Bradley Sparks,110,45000.0,Microwave,Home Appliances,offline,Chennai,2025-06-02,1,UPI,0.1,Bra*****@gmail.com,82******14,successful,44999.9,2025-06
2569,814,Donna Bennett,101,250000.0,Laptop,Elec,online,Hyderabad,2025-02-06,2,UPI,0.3,Don*****@gmail.com,81******67,successful,499999.7,2025-02
2570,595,Jennifer Johnson,108,15000.0,Mixer Grinder,Home Appliances,online,Hyderabad,2026-10-02,1,UPI,0.25,Jen*****@yahoo.com,70******12,successful,14999.75,2026-10
2571,153,Stephanie Hanna,103,1300.0,Shirt,Clothing,offline,Hyderabad,2025-01-10,4,UPI,0.3,Ste*****@outlook.com,96******01,successful,5199.7,2025-01
2573,347,David Medina,107,50000.0,Dining Table,Furniture,online,Delhi,2025-09-10,5,Cash,0.3,Dav*****@outlook.com,91******89,successful,249999.7,2025-09
2574,153,Stephanie Hanna,104,8000.0,Shoes,Clothing,offline,Hyderabad,2026-03-12,5,UPI,0.05,Ste*****@outlook.com,96******01,successful,39999.95,2026-03
2576,531,Frances Hines,106,80000.0,Sofa,Furn,online,Bangalore,2025-10-05,5,UPI,0.1,Fra*****@gmail.com,71******78,successful,399999.9,2025-10
2578,885,Alexander Jacobs,108,15000.0,Mixer Grinder,Home Appliances,offline,Delhi,2025-06-17,4,Cash,0.35,Ale*****@yahoo.com,63******72,successful,59999.65,2025-06
2579,773,Gerald Cox,107,50000.0,Dining Table,Furniture,online,Mumbai,2025-08-14,4,Card,0.25,Ger*****@gmail.com,71******12,successful,199999.75,2025-08
2580,623,Amanda George,101,250000.0,Laptop,Elec,online,Chennai,2025-10-28,1,UPI,0.1,Ama*****@gmail.com,79******00,successful,249999.9,2025-10
2581,998,Joseph Perez,104,8000.0,Shoes,Clothing,online,Delhi,2025-07-06,3,UPI,0.05,Jos*****@gmail.com,64******36,successful,23999.95,2025-07
2584,594,Matthew Miranda,108,15000.0,Mixer Grinder,Home Appliances,online,Mumbai,2025-10-10,2,Card,0.35,Mat*****@gmail.com,74******83,successful,29999.65,2025-10
2585,242,James Pham,106,,Sofa,Furniture,offline,Hyderabad,2025-06-17,3,Cash,0.25,Jam*****@yahoo.com,97******50,successful,,2025-06
2586,592,Timothy Medina,103,1300.0,Shirt,Clothing,online,Delhi,2025-06-07,5,NetBanking,0.3,Tim*****@gmail.com,70******01,successful,6499.7,2025-06
2587,658,Douglas Sanders,105,45000.0,Tv,Elec,offline,Bangalore,2025-11-20,5,NetBanking,0.3,Dou*****@gmail.com,63******80,successful,224999.7,2025-11
2588,702,Robert Jackson,105,45000.0,Tv,Electronics,online,Delhi,2026-03-16,2,Card,0.15,Rob*****@gmail.com,81******38,successful,89999.85,2026-03
2589,904,Audrey Skinner,109,65000.0,Refrigerator,Home Appliances,offline,Bangalore,2025-10-16,5,UPI,0.4,Aud*****@yahoo.com,65******73,successful,324999.6,2025-10
2590,143,Brian Johnson,105,45000.0,Tv,Electronics,offline,Chennai,2025-12-03,2,NetBanking,0.05,Bri*****@yahoo.com,64******31,successful,89999.95,2025-12
2591,957,Justin Doyle,110,,Microwave,Home Appliances,offline,Delhi,2025-11-23,5,Card,0.25,Jus*****@gmail.com,93******06,successful,,2025-11
2592,309,Gary Allen,109,65000.0,Refrigerator,Home Appliances,offline,Delhi,2025-05-19,2,NetBanking,0.35,Gar*****@gmail.com,85******77,successful,129999.65,2025-05
2593,130,Bailey Smith,106,,Sofa,Furniture,online,Hyderabad,2026-02-10,5,UPI,0.2,Bai*****@outlook.com,95******53,successful,,2026-02
2594,705,Amy Brewer,110,45000.0,Microwave,Home Appliances,offline,Hyderabad,2025-08-25,2,Cash,0.1,Amy*****@yahoo.com,97******18,successful,89999.9,2025-08
2595,371,Janice Morris,109,65000.0,Refrigerator,Home Appliances,online,Mumbai,2025-07-05,1,UPI,0.05,Jan*****@gmail.com,98******60,successful,64999.95,2025-07
2596,550,Raymond Martinez,104,8000.0,Shoes,Clothing,offline,Chennai,2026-01-08,1,Cash,0.05,Ray*****@gmail.com,71******50,successful,7999.95,2026-01
2597,939,Megan Tran,105,45000.0,Tv,Elec,offline,Hyderabad,2026-01-05,4,NetBanking,0.3,Meg*****@outlook.com,85******84,successful,179999.7,2026-01
2598,539,Kari Austin,102,70000.0,Phone,Electronics,offline,Bangalore,2026-03-08,1,Cash,0.4,Kar*****@outlook.com,88******10,successful,69999.6,2026-03
2599,871,Joel Hall,105,45000.0,Tv,Electronics,online,Chennai,2025-08-07,5,Card,0.15,Joe*****@gmail.com,89******29,successful,224999.85,2025-08
2600,16,Cesar Dean,101,250000.0,Laptop,Electronics,online,Bangalore,2025-11-13,5,Cash,0.4,Ces*****@gmail.com,92******03,successful,1249999.6,2025-11
2601,681,Heather Williams,106,80000.0,Sofa,Furniture,offline,Mumbai,2025-10-08,3,Card,0.35,Hea*****@outlook.com,75******67,successful,239999.65,2025-10
2602,435,Wendy Robinson,108,15000.0,Mixer Grinder,Home Appliances,online,Delhi,2026-07-04,3,Cash,0.25,Wen*****@gmail.com,78******54,successful,44999.75,2026-07
2603,154,Michael Smith,110,45000.0,Microwave,Home,offline,Chennai,2025-08-10,5,Cash,0.1,Mic*****@yahoo.com,94******50,successful,224999.9,2025-08
2604,644,John Parrish,104,8000.0,Shoes,Clothing,offline,Delhi,2026-03-05,5,Cash,0.35,Joh*****@gmail.com,70******81,successful,39999.65,2026-03
2606,459,Jason Moreno,109,65000.0,Refrigerator,Home,online,Mumbai,2025-07-10,4,Card,0.05,Jas*****@gmail.com,67******01,successful,259999.95,2025-07
2607,246,Franklin Carlson,103,,Shirt,Clothing,online,Delhi,2026-01-15,3,Card,0.15,Fra*****@yahoo.com,81******77,successful,,2026-01
2609,900,Gary Phillips,104,,Shoes,Clothing,offline,Bangalore,2025-09-21,3,NetBanking,0.15,Gar*****@yahoo.com,87******46,successful,,2025-09
